Destination	Place	Rating	Description
Chennai	Express Avenue	3.1	Express Avenue is a mall in Royapettah of Chennai owned, developed and promoted by Express Infrastructure. The premise includes commercial and hospitality sectors as well. E Hotel is the name of the 4-star boutique luxury-lodging, which caters to the guests all year long with its 44 room capacity. But the mall is the main attraction of the place.
Chennai	Vadapalani Murugan Temple	3.1	Vadapalani Murugan Temple is one of the most popular temples dedicated to Lord Murugan. Located in Vadapalani, Chennai, the temple is known for helping devotees finding solutions to life's problems. It is also believed that worshipping Lord Murugan here is as pious as praying to him at the original Palani temple.
Chennai	T Nagar	3.1	T Nagar is one of the busiest neighbourhoods in Chennai, and also the most crowded one. It serves as a commercial and economic hub, as well as a residential area. It does not have many attractions, but you will come across a plethora of retail shops lined up on every main road and arterial streets.
Chennai	Parthasarathy Temple	3.1	Parthasarathy Temple, located in Triplicane area of Chennai, is a structure more than 1000 years old, standing in the heart of the bustling city. Dedicated to different avatars of Lord Vishnu within the many shrines of the temple, it attracts thousands of Vaishanvite followers from all across the country.
Chennai	Parasailing in Chennai	3.1	If you think the city of Chennai is all about glitzy temples and serene beaches, look deeper cause the uber city is home to one of the most adventurous sports of all times - Parasailing. Unlike several other water sports, this one is not for the faint hearted. It allows you to sail above the water with a safely harnessed parachute tied to your back.
Chennai	Scuba Diving in Chennai	3.1	Chennai could get quite hot in the summer and beating the heat would be the top priority in summers. Then why not dive into the Bay of Bengal somewhere off the coast of Chennai. Discovering a totally different world under the surface of the sea and cooling yourself at the same time is the best deal about Chennai.
Chennai	Camping in Chennai	3.1	Surrounded by a number of hills around it, Chennai neighbours to some amazing places that offer nearness to Nature. Every soul in any metro city craves for something new every now and then, and Chennai doesn’t lack in fulfilling this need for its people. There are a number of places to camp in Chennai for a twist out of the normal. One can never run out of places to get closer to something natural.
Chennai	Paragliding In Chennai	3.1	It is commonly misunderstood about Chennai that it is only about glitzy temples, serene beaches and conservative people, but that's not completely true, look deeper. The people here have the provision of getting in the sky and sailing smoothly over the hills like Eagles.
Chennai	Surfing In Chennai	3.1	Getting in the water and riding the waves on a surfboard is not a thing that everyone can do. But some hours of practice can make that joy possible. There are a number of surfing schools that offer courses and help you tame the waves under your feet.
Chennai	Paintball In Chennai	3.1	If you are into playing combat games but all the games lack the touch of reality and the feeling of getting hit, then Paintball is for you. Chennai has a bunch of such Arenas to help you get in action. Get outdoors, get some Paintball Guns in your hand and challenge your friends to some real action. Keep your skills on the check and your friends in sight; you never know when you might get hit.
Chennai	Rock climbing In Chennai	3.1	The fitness aspect for the people of Chennai has been taken up by Rock Climbing and Bouldering, rather than regular gyms. Climbing is the coolest way of being fit as well as getting a regular dose of adrenaline. But Rock Climbing doesn’t mean you put yourself under the raging sun all the time! You can opt for Indoor Climbing too and get into the daily chores after the session.
Chennai	Jungle Safari In Chennai	3.1	The tropical climate of Chennai has blessed the land with ample amount of lush greenery and equally rich wildlife. Safari in Chennai’s wildlife parks award the visitors with some amazing experiences around our neighbours of nature. Interacting with the wild animals makes us realize the true nature of wilderness. There’s a lot to learn and understand from animals.
Vaishno Devi	Vaishno Devi Mandir	4.3	Located in Trikuta hills, 13 kms from Katra, Vaishno Devi Mandir is a Hindu temple dedicated to Vaishno Devi - a manifestation of Goddess Durga. This renowned shrine is one of the holiest pilgrimages for Hindus. It is believed that during pooja and aarti, Goddesses herself arrives at the Holy Cave.
Vaishno Devi	Ardhkuwari	3.6	Before making the Vaishno Devi Bhavan her abode, Mata Vaishnodevi is believed to have meditated in the ArdhKuwari Gufa for 9 months before beheading the demon Bhairavnath. Located halfway to Vaishno Devi Temple, Ardh Kuwari acts as a stopover for the pilgrims on their journey up to the Bhavan.
Vaishno Devi	Bhairavnath Temple Vaishno Devi	3.6	No journey to Katra is complete without having visited Bhairavnath Mandir. The cave temple of Bhairavnath is dedicated to Kaal Bhairav and is constructed at the site where he is believed to have breathed his last. A steep 3km journey from the Bhawan leads you to Bhairavnath temple.
Vaishno Devi	Katra	3.5	Katra is a small town in the foothills of Trikuta Mountains which is famous as the base camp for visiting the shrine of Vaishno Devi. Located in the Uddhampur district of Jammu and Kashmir, the prime attraction of Katra is Vaishno Devi Temple.
Vaishno Devi	Dera Baba Banda	3.3	Dere Baba Banda is a 300-year old Gurudwara and a major pilgrimage points for Sikhs. It is renowned for housing the ashes of Baba Banda Bahadur who was the commanding soldier of Guru Gobind Singh's army. The Gurudwara also houses his arrow and a huge sword used by him during wars.
Vaishno Devi	Shopping in Vaishno Devi	3.0	Shopping is mainly done by pilgrims, which includes Prasad, saris and shawls which are offered to the goddess. Gold and silver coins embossed with the images of the goddess are also sold here. The Katra Main Bazaar is the main shopping area.
Dalhousie	Panchpula	3.7	Literally meaning 'Five Bridges' Panch Pulla, is a local favorite with waterfalls, picnic spots as well as a modest trek. It is situated 2 km away from Dalhousie and one can cover the distance on foot, enjoying the landscapes around.
Dalhousie	Khajjiar	3.7	This small town, very nearby to Dalhousie is also known as the 'Mini Switzerland' or the 'Switzerland of India'.
Dalhousie	St. John's Church Dalhousie	3.3	Built in 1863, it is the oldest church in the town. Apart from its religious significance to the Protestant community, it also has great historical significance.
Dalhousie	Kalatop Khajjiar Sanctuary	3.6	The Kalatop Wildlife Sanctuary is home to a wide variety of flora and fauna. Leopard, bear, deer, langur, jackal, Himalayan Black Marten, Barking Goral and countless beautiful birds can be spotted here.
Dalhousie	Dainkund Peak	3.3	Being the highest point in Dalhousie at an elevation of 2755 masl, the peak offers a bird’s eye view of the astonishing verdant valleys and mountains. For nature fanatics seeking a serene and calm place, Dainkund Peak is worth exploring
Dalhousie	Satdhara Falls	4.4	Satdhara Falls are one of the most popular sightseeing attractions of Dalhousie. Perched at an altitude of 2036 masl, the place has derived its name from the seven beautiful springs believed to have therapeutic value. The water in these springs contains mica, having several medicinal properties that cure diseases and ailments.
Dalhousie	Ganji Pahari	4.4	Ganji Pahari is a scenic hill located at a distance of 5 kilometres from Dalhousie. The name Ganji Pahari was derived from its salient feature which is the complete absence of flora on the hill. The natural landscape makes it an exciting trekking trail.
Dalhousie	Sach Pass	4.4	Sach Pass connects Dalhousie with Chamba and Pangi Valleys in the North-Indian state of Himachal Pradesh. It is a mountain pass that runs over the Pir Panjal Mountain range at a distance of 150 kilometres away from Dalhousie and is one of the most difficult passes to cross in north India.
Dalhousie	Chamera Lake	4.4	Located near Dalhousie in the Chamba District of Himachal Pradesh, the Chamba Lake is the man-made reservoir for the Chamba Dam. The lake and the dam are complementary to each other and add to the view. During monsoon, the flooding of river Ravi causes the Chamera to look like a miniature but majestic version of the Arabian Sea. It is a popular picnic spot and boating location.
Dalhousie	Gandhi Chowk	3.0	Gandhi Chowk, or GPO, is the bustling and vibrant street of Dalhousie. Unlike other hill stations, Dalhousie doesn't have a mall road, so Gandhi Chowk is the Mall Road of Dalhousie. For shopping in Dalhousie, the town has a number of local bazaars and centres at Gandhi Chowk. One can shop for simple local souvenirs, woollen clothes and every-day treasures.
Dalhousie	Bakrota Hills	3.3	This is the highest area in Dalhousie and is circled by a road called Bakrota walk which leads to Khajjar.
Dalhousie	River Crossing and River Rafting	3.3	River crossing is done across the river Ravi or Saal under the supervision of trained instructors while River Rafting too is a growing favorite in Chamba, usually done on the Rivers Ravi and Saal, too.
Dalhousie	Subhash Baoli	3.3	Named after the famous freedom fighter Subhash Chandra Bose, this is a perennial spring which has medicinal properties and believed to have cured the freedom fighter of his ill health.
Dalhousie	Chamunda Devi Temple	3.3	The temple, dedicated to Goddess Kali is an important religious center for the town. The temple is said to have been where Goddess Ambika killed the demons- Munda and Chanda.
Dalhousie	Trekking in Dalhousie	3.3	Trekking tends to be an essential activity in Dalhousie, with countless options blessed with breath taking sceneries and views.
Dalhousie	Chamba	3.3	This medieval town, just a little away from Dalhousie, is set against the beautiful backdrop of stunning hills and a flowing pristine river and has an alluring charm pertaining to the mystical temples and the local folklore.
Dalhousie	Rock Climbing in Dalhousie	3.3	This adventure activity is popular and carried out at various places in Dalhousie, especially in Khajjiar.
Dalhousie	Rock Garden, Dalhousie	3.3	Rock Garden is a beautiful garden and a popular picnic spot in Dalhousie. Other than relaxing and revitalizing in the park, you can also try the several adventure sports available in the area including zip lining etc.
Dalhousie	Garam Sadak	3.3	Garam Sadak is a road in Dalhousie connecting Gandhi Chowk and Subhash Chowk which offers scenic vistas of the valley. Lined with tall trees and green vegetation, taking a walk on this scenic road is one of the most touristy things to do in Dalhousie. You will also be able to see beautiful 'Tibetan Rock Paintings' adorning the walls of the road on the side.
Dalhousie	Cafe Dalhousie	3.3	Cafe Dalhousie is one of the most popular cafes in Dalhousie known for its delicious food and perfect ambiance. Offering global cuisine options, the eatery also boasts of panoramic vistas of the adjacent hills and valleys. The most popular food at the cafe include snacks like grilled sandwiches, pizza and shakes etc.
Dalhousie	Paragliding at Khajjiar	3.3	Paragliding is another one of the exciting activities and things to do in Dalhousie. The favourable months for paragliding are months of September to November and January and June, when the weather conditions are most ideal. Most of these activities are held at Khajjiar and you should definitely experience it when in the hill town.
Ajanta and Ellora Caves	Ajanta Caves	4.5	"Located around 99 km from the town of Aurangabad, lie the Ajanta Caves, now included in the list of UNESCO World heritage Sites.Ajanta caves depicts the Buddhist culture and their stories through various sculptures and paintings. It also takes you to the world of Jatakas. Naturally used as a retreat by the Buddhist monks, the caves depicts the serenity of Buddhism through its simple yet breath taking sculpture. The basic designs of the caves are called 'Chaityagrihas' & 'viharas.' There are in total 29 caves."
Ajanta and Ellora Caves	Grishneshwar Temple, Ellora	3.6	Grishneshwar is an ancient pilgrimage site where one of the twelve Jyotirlinga manifestations of Lord Shiva is found. It is located at a distance of around half a kilometer from Ellora and 11 km from Daulatabad near Aurangabad in Maharashtra.
Ajanta and Ellora Caves	The Buddhist Caves, Ellora	3.7	Shrines and paintings of Buddha, all encompassed in about 12 buddhist caves.
Ajanta and Ellora Caves	Bibi Ka Makbara, Aurangabad	3.3	Known as Dakkhani Taj (Taj of Deccan), Bibi Ka Maqbara is situated about 5 km from the Aurangabad city .
Ajanta and Ellora Caves	Jain Caves, Ellora	3.3	There are in total 5 Jain caves at Ellora and they are dated to the ninth and tenth century AD.
Ajanta and Ellora Caves	Khuldabad	3.3	"Khuldabad is a nearby town in Aurangabad and is also known as ""Rauza"", meaning garden of paradise."
Ajanta and Ellora Caves	Daualatabad fort, Daulatabad	3.3	Daulatabad Fort (14 kilometer away from Aurangabad City), in Daulatabad, or 'the abode of wealth' is situated on an isolated conical hill from a 600 feet high mesa-like flat terrain.
Ajanta and Ellora Caves	Aurangabad caves, Aurangabad	3.3	The marvelous caves of Aurangabad are tucked between the Satara and Sihyachal range of hills in Aurangabad.
Ajanta and Ellora Caves	Shopping In Aurangabad	3.0	Aurangabad is famous for shopping where one can stopover to buy Himroo shawls, Paithani sarees or fabric like Mashru and Kimkhab.
Ajanta and Ellora Caves	Panchakki, Aurangabad	3.3	Built about 1700, this is a water mill used for grinding grains. The forethought put into the marvel of architecture is truly amazing.
Ajanta and Ellora Caves	The shopping plaza	3.0	Apart from the magnificent caves that exhibit the best of Buddhist religious art the shopping plaza is another major tourist attraction in Ajanta.
Ajanta and Ellora Caves	Shopping in Ajanta and Ellora	3.0	Shopping near Ajanta and Ellora caves is fascinating as the region is rich in the art and culture of several communities.
Haridwar	Ganga Aarti in Haridwar	4.4	The Ganga Aarti in Hardwar is performed at the Har-ki-Pauri Ghat, which was built in the 1st century by King Vikram. In the evening, as the sun's last rays reflect off the boundless waters of the river Ganga, people start gathering for the Aarti. This divine light ceremony is filled with songs and prayers, rituals and a palpable sense of divinity. During this beautiful ceremony, dias or oil lamps are offered to God. Aarti can be done to a deity in the temple, or on the banks of the Ganga, or it can be performed to a saint. The aarti is organised twice a day, every morning at sunrise and every evening at sunset.
Haridwar	Har Ki Pauri	4.3	Regarded as one of the most scared Ghats in Haridwar and India, Har Ki Pauri is visited by devotees and visitors in large number seeking the blessings of Holy Ganga by offering their prayers.
Haridwar	Chandi Devi Temple	3.8	Devoted to Lord Durga's form Chandi, this ancient hill-top temple is famous for its wish fulfilling belief. You can reach the temple using Udan Khatola aka the ropeway or trek 45 minutes up the steep stairway.
Haridwar	Chilla Wildlife Sanctuary	3.2	Spread across 249 sq km east of Ganges, the wildlife sanctuary is home to small cats, tigers, elephants and bears apart from various birds.
Haridwar	Mansa Devi Temple, Haridwar	3.3	One of the famous Siddhapeeths atop Shivalik Hills, the temple dedicated to the companion of Nag King Vasuki, Goddess Manasa, this is another temple believed to grant devotees wishes. Mansa Devi temple is one vertex of the Siddhapeeth triangle formed by Chandi Devi and Maya Devi temples.
Haridwar	Bharat Mata Mandir Haridwar	3.7	"The Bharat Mata Mandir in Haridwar is dedicated to India as a country and thereby gets its name from its purpose. Its name translates into ""The Moth India Temple"". The multi-storey temple situated in Sapt Sarovar is not a temple that worships gods or has any religious inclination, but one that stands for the many freedom fighters and patriots of the Indian Struggle for Independence. The majestic temple Bharat Mata Mandir also celebrates the unique trait of India and its immense culture. The oneness of the country and its diversity are also a few aspects that the Bharat Mata Mandir brings to our attention."
Haridwar	Daksha Mahadev Temple	3.3	A famous temple in Kankhal, Haridwar Daksha Mahadev Temple is dedicated to Lord Shiva. This temple becomes a centre of attraction in the month of Sawan when all the devotees flock to the temple to worship.
Haridwar	Vaishno Devi Temple, Haridwar	3.3	A replica of the Vaishno Devi temple in Kashmir, the temple is marked by tunnels and caves that leads to the inner sanctum containing the shrine of Goddess Vaishno Devi.
Haridwar	Patanjali Yogpeeth Haridwar	3.3	Patanjali Yogpeeth is a medical and research institute in Yoga and Ayurveda, located in Haridwar, Uttarakhand. It is also renowned as one of the largest yoga institutes in India as well as in the world. The institute is named after Rishi Patanjali, who is acclaimed for the invention of Yoga and is Baba Ramdev's flagship project. If one is interested in Ayurveda and Yoga, it is one of the finest places to visit in Haridwar.
Haridwar	Shanti Kunj Haridwar	3.3	Shantikunj is a world-renowned ashram and the headquarter of All World Gayatri Pariwar (AWGP) located in Haridwar. An academy for social and spiritual awakening, this pilgrimage centre has shown the right path and given long-lasting happiness to crores of people. An ideal place which imparts training to the masses based on divine spiritual principles, it aims for the revival of Rishi traditions.
Haridwar	Swami Vivekanand Park	3.3	Swami Vivekanand Park is one of the few amusement parks in Haridwar located near Har ki Pauri. The mesmerising park is triangular in shape and boasts of lush green lawns and flowering beds along with housing a massive statue of Swami Vivekananda which is the highlight of the park. Another major feature of Swami Vivekanand Park is the colossal statue of Lord Shiva which is visible even from a distance. This park is, thus,  ideal for day picnics and jogging activities.
Haridwar	Maya Devi Temple	3.8	Maya Devi Temple is a Hindu temple dedicated to goddess Maya in the holy city of Haridwar of Uttarakhand state in India. It is believed that the heart and navel of goddess Sati fell in the region where the temple stands today and thus it is sometimes referred to as a Shakti Peetha. (br) Goddess Maya is the Adhisthatri deity of Haridwar. who is a three-headed and four-armed deity, believed to be an incarnation of Shakti. Haridwar was previously known as Mayapuri in reverence to this deity. The temple is a Siddh Peetha which are the places of worship where desires get fulfilled. It is one of three such Peethas located in Haridwar, the other two being Chandi Devi Temple and Mansa Devi Temple.
Haridwar	Fun Valley Water Park	3.8	Fun Valley is a gorgeous water park nestled in the valley of Haridwar. It offers close to 21 thrilling water rides, roller coasters, aqua dancing, DJ etc. In addition to that, it has an amusement park which boasts of a plethora of adventure activities to give you an adrenaline rush.
Haridwar	Bara Bazar	3.2	Being primarily a pilgrimage destination, Haridwar has numerous shops along its streets selling all essentials that a pilgrim would need. Bada Bazar in Haridwar is great place to shop for wooden items and handicrafts.
Haridwar	Saptrishi Ashram	3.3	Famous for having hosted 7 great sages- Kashyapa, Vashishta, Atri, Vishwamitra, Jamadagi, Bharadwaja and Gautam, this ashram is well known for its tranquil atmosphere ideal for meditation. It is also believed that Ganga split herself into seven currents at this spot.
Haridwar	Local Markets	3.2	Local shops in Haridwar sell all the essentials that a pilgrim would need.
Haridwar	Kumbh Mela, Haridwar	3.2	Haridwar in Uttarakhand is an important pilgrimage town for the Hindus. The place is a perfect escape from the cacophony of urban life and a beautiful amalgamation of old and new, replete with beauty, culture, history and spirituality. Haridwar is known as the ‘Abode of God’ because of its serenity and scenic beauty by the River Ganga. The most famous fair in the world - Kumbh Mela is celebrated here once in twelve years. It’s a sight that should never be missed.
Haridwar	Ma Anandamayi Ashram	3.2	Located in Kankhal in Haridwar, Ma Anandamayi Ashram is a spiritual centre and ashram dedicated to Sri Ma Anandamayi who was a prominent Bengali mystic and a spiritual personality. The ashram has a mausoleum or a Samadhi which houses the grave of Ma Anandamayi. The complex houses several buildings meant for meditation, yoga and similar activities.
Haridwar	Pawan Dham	3.2	Pawan Dham, an ancient temple in Haridwar located at Bhagirathi Nagar, Bhupatwala, is a non-profit organization and a revered site among Hindu pilgrims. It is managed and looked after by the Geeta Bhawan Trust Society of Moga. The Pawan Dham temple boasts of intricate architecture, elaborate glasswork and houses idols adorned in rich jewels and precious stones. The major highlight of the temple is the gorgeous idol of Lord Krishna preaching the Bhagavad Geeta to Arjun.
Haridwar	Vishnu Ghat	3.2	Haridwar is the land of ghats and Vishnu Ghat is among the most serene and tranquil ghats of the city. Situated quite close to Hari ki Pauri, this ghat is comparatively less crowded and is visited mostly by Vaishnavites for the Vishnu Ghat is named after Lord Vishnu. Being one of the cleanest ghats in Haridwar, people often come to this ghat to take a dip in the holy River Ganga and absolve their sins.
Haridwar	Parad Shivling	3.2	"Parad Shivlinga is a unique religious site housed in Harihar Ashram, Haridwar on the Kankhal Road. The word Parad Shivlinga is derived from ""Parad"" meaning mercury and ""Shivling"" which is a sacred symbol of Lord Shiva. Thus, Parad Shivling is also known as the Mercury Shivling, making it a holy pilgrimage site among the devotees of Lord Shiva visiting Haridwar."
Haridwar	Birla Ghat	3.2	One of the ancient ghats in Haridwar, the Birla Ghat is a pristine and tranquil site, situated adjacent to Vishnu Ghat. Situated on the banks of the pious River Ganga, there is a flight of stairs that lead towards the holy water, enabling the devotees to take a dip and absolve their sins, as is believed by many. Security barriers are installed near the flight of stairs to prevent people from drowning while bathing in the Ganga River's strong water current.
Haridwar	Gau Ghat	3.2	Gau Ghat is located on the southern part of Subhash Ghat and is relatively less crowded. The ashes of Mahatma Gandhi, Indira Gandhi and Jawaharlal Nehru were cremated at this ghat. It is a common belief among Hindus that killing a cow is a sin equal to killing a Brahman. Devotees visit Gau Ghat to cleanse themselves of the sin of killing a cow, hence the name.
Haridwar	Gaurishankar Mahadev Temple	3.2	Located in Bilkeswar Nagar in Haridwar, near the Chandi Devi Temple, the Gaurishankar Mahadev Temple is dedicated to Lord Shiva. The temple is thronged by pilgrims and tourists day in and day out owing to its picturesque locales, the adjacent flowing river and Himalayas in the backdrop. The devotees bring coconut, incense sticks and flowers for the shrine, believing that all their wishes get fulfilled by praying at the Gaurishankar Mahadev Temple. The presence of the Himalayas juxtaposed against the pristine temple surroundings, create an aura of stunning beauty and tranquillity.
Haridwar	Neel Dhara Pakshi Vihar	3.2	Neel Dhara Pakshi Vihar is situated at Bhimgoda Barrage in Haridwar and has a rich flora and fauna. A popular tourist spot, the site offers rare bird watching opportunities and a panoramic view of the Shivaliks in the backdrop. The place is famous for its unrealistically beautiful locales and is a must visit if you are in the area.
Haridwar	Bhuma Niketan	3.2	Situated on the Saptasarovar Marg, Bhuma Niketan is a popular pilgrim spot in Haridwar. The shrine houses magnificent idols of several gods and goddesses. However, the highlight of the temple are the sculptures of Shiva and Parvati adorning the entrance gates of the shrine. Bhuma Niketan is surrounded by water fountains and green lawns and serves both as a temple and a shelter for the visiting pilgrims.
Haridwar	Jai Ram Ashram	3.2	Situated at Bhimgoda in Haridwar, Jai Ram Ashram was founded by Adi Guru Sri Jai Ram Maharaj in 1891. The ashram has gained fame in the short term owing to the services it provides. The well-maintained gardens with colourful fountains and blooming flowers add to the beauty of the ashram.
Haridwar	Doodhadhari Barfani Temple	3.2	Located on the Haridwar Rishikesh highway and very close to Har ki Pauri in Haridwar, the Doodhadhari Barfani Temple is a cluster of several small shrines dedicated to various Hindu gods and goddesses. The temple is built completely out of white marbles and is a popular tourist attraction in the city. Besides, it has attractive interiors and elaborately carved exteriors. The highlight of Doodhadhari Barfani Temple is the Ram-Sita and Hanuman Mandir.
Haridwar	Bilkeshwar Mahadev Temple	3.2	Bilkeshwar Mahadev Temple is situated in the valley of Billa Parvat near Har ki Pauri in Haridwar and is dedicated to Lord Shiva and his consort Parvati. It is believed that the site at which the temple sits is the same spot where Goddess Parvati worshipped Lord Shiva and he accepted to make her his wife. Being surrounded by woods in a hilly area, the Bilkeshwar Mahadev Temple is a weekend getaway and picnic spot for the locals and the visiting tourists.
Haridwar	Bhimgoda Tank	3.2	Bhimgoda Tank is a sacred water tank situated near Birla Ghat in Haridwar. The tank is named after Bhima - one of the five Pandava brothers. The tank is refurbished with the water of the Ganges and is surrounded by well-groomed lush gardens. The locale is also beautified with water fountains and flower beds and hence is a popular tourist spot.
Haridwar	Kushavarta Ghat	3.2	Believed to have been constructed in the 18th century by the Maratha queen Ahilyabai Holkar,, Kushavarta Ghat is considered the most sacred and auspicious ghat of the city. The final rites and rituals of the deceased are performed at the banks of the river including the Shraddha rites, after which the devotees take a dip in the holy waters of the Ganges.
Haridwar	Sureshwari Devi Temple	3.2	Situated a little on the outskirts of the city in Ranipur near Haridwar, Sureshwari Devi Temple is dedicated to Goddess Durga. The temple is located amidst dense green forests and beautiful natural locales and hence it also makes up for a popular tourist spot near the city besides being an important pilgrimage centre.
Haridwar	Crystal World	3.2	Spread over 18 acres of land in the holy land of the Ganges, Crystal World Water Park boasts of over 18 thrilling water rides. They also have the very famous 5D water ride in addition to several other games and activities. The park is also known to host private parties, weddings and other functions.
Haridwar	Adbhut Mandir	3.2	Located in Haripur Kalan in Haridwar, Adbhut Mandir is a revered Hindu temple dedicated to Lord Shiva and Goddess Parvati. Spread across 3 acres of land area, the temple was started to be built in the year 2000 and took a total of 16 years. Because of the same, the temple stands out for its striking architecture and design. Founded by Mahamandleshwar Bhooma Pithadhiswar Swami Achyutanand Ji Maharaj, the temple was inaugurated in 2016 by the then Chief Minister of Uttarakhand- Mr. Harish Chandra Rawat. With a backdrop of green hills, blue mountains and the cascading river, the temple offers peace and calm like no other place. It is visited by tourists and devotees alike.
Haridwar	Prem Nagar Ashram	3.2	Located at a distance of 3 km from Haridwar, Prem Nagar Ashram is an epitome and a manifestation of serenity that was also a retreat for a lot of saints and sages for a lot of years. It was built in 1943 by Yogiraj Satgurudev Shri Hans Ji Maharaj and was later developed by his wife Jagat Janani Shri Mata Ji and his son Shri Satpal Ji Maharaj. Built on the banks of the river Ganges, the ashram is nothing but beautiful.
Kanyakumari	Thirparappu Falls	4.3	Located at a distance of about 55 kilometres from Kanyakumari, the cascading waters of the Tirparappu Falls make up for an enchanting sight. This waterfall is a manmade one and falls from a height of 50 feet.
Kanyakumari	Kanyakumari Beach	4.3	Located in the southernmost part of India, Kanyakumari beach with its beautiful hue-changing beaches, the confluence of three water bodies: Bay of Bengal, Indian Ocean, and the Arabian Sea. Miraculously, here you can see that the water of three seas does not mix, you can distinguish between the turquoise blue, deep blue, and sea green waters of the three seas, though the colors keep changing with the season and the day's weather.
Kanyakumari	Vivekananda Rock Memorial	4.5	Vivekananda Rock Memorial is a well-known tourist monument placed in Vavathurai, Kanyakumari, India. The memorial stands on one of the two rocks, about 500 metres away from India's southern most tip. It was constructed in honour of Swami Vivekananda who is said to have attained enlightenment on this rock.
Kanyakumari	Thanumalayan Temple - Sthanumalayan Kovil	3.6	Situated in Suchindram, Thanumalay temple is also known as Sthanumalayan Kovil is the sacred shrine dedicated to Trimuthis (Bramha, Vishnu and Shiva). The beautiful temple was renovated in the 17th century, and its inscriptions date back to the 9th century.
Kanyakumari	Thiruvalluvar Statue	4.3	Dedicated to the accomplished philosopher and poet Thiruvalluvar, this beautiful statue finds itself on a small island near Kanyakumari. Thiruvalluvar was the author of a legendary work in the world of Literature, Tirukkural, the classic Tamil text. In his devotion, the work for the statue started in 1990 and continued till 1999, during the year in which the figure finally got completed.
Kanyakumari	Kumari Amman Temple	3.7	Kumari Amman Temple is one place in Kanyakumari with a lot of cultural significance in Kanyakumari. This magnificent temple is situated on the coast surmounting the beach and thousands of vacationers come here creating very big queues. A word of caution: unless you are a Hindu you will not be permitted to enter Kumari Amman Temple even for sightseeing.
Kanyakumari	Padmanabhapuram Palace	4.3	Padmanabhapuram Palace is one of the most exquisite palaces of India that symbolize the rich and diverse cultural heritage of India that has been around for many centuries aptly.
Kanyakumari	Lord Subramanya Temple	3.3	Lord Subramanya Temple is one of the most interesting temples to visit when in India. The never ending pillars and countless towers give it a magnificent look.
Kanyakumari	Wax Museum	3.3	The Wax Museum is definitely is one of its kind Museum that stands above the rest in terms of creativity. It is situated in Kanyakumari region in the city of Baywatch.
Kanyakumari	Vattakottai Fort	3.8	Vattakottai Fort, which translates to the 'Circular Fort' is a seaside fort near Kanyakumari, the southernmost tip of India. The fort is largely made of granite blocks and today, a part of the fort even extends into the sea. The Fort is now a protected site under the Indian Archaeological Department and a major renovation of the fort was undertaken recently by the Department.
Kanyakumari	Courtallam Falls	3.3	Set in the midst of a Panchayat town in the Tirunelveli district of Tamil Nadu, the Courtallam falls are renowned in the state for its enormity as well as ferocity. At an elevation of 160 metres (520 feet), the cascade towers above its green surroundings and magnificent hillside.
Kanyakumari	Sanguthurai Beach	3.3	Sanguthurai Beach is one of the calmest yet cleanest beaches that you should go to, during your visit to Kanyakumari. Sanguthurai Beach is located in the southernmost part of India, and you can feel the fierce power of the Indian Ocean there.
Kanyakumari	Chitharal Jain Monuments	3.3	Chitharal Jain monuments and temples are an effigy to the diversity of the culture and the religions existing in harmony in India. Sitharal Jain Monuments are one of these culturally rich monuments.
Kanyakumari	Gandhi Mandapam	3.3	Gandhi Mandapam is built near the famous Anna University. Gandhi Mandapam is one of the greatest monuments that you can look at when you go to India. The Gandhi Mandapam was erected to honor the world famous Indian leader Mahatma Gandhi.
Kanyakumari	Mathur Aqueduct	3.3	Also known as the Mathoor Hanging Trough, the Mathoor Aqueduct is amongst the longest and tallest trough bridges that can be found all across the continent. This trough bridge gets its name from Mathoor, which is a small village located near the aqueduct.
Kanyakumari	Our Lady of Ransom Church	3.3	Our Lady of Ransom Church is a famous Catholic Church built in dedication to Mother Mary. A brilliant example of Gothic architecture, the church was built during the 15th century and looks breathtakingly beautiful against the blue lashing waves of the ocean behind it.
Kanyakumari	Sothavilai Beach	3.3	The Sothavilai Beach is one of the most famous beaches that can be found in the entire district of Kanyakumari. The beach stretches to over 4 kilometres, which makes it one of the longest natural beaches in the entire state, and the views that this attraction offers cannot be put into words.
Kanyakumari	Sunset Point, Kanyakumari	3.3	Watching the sunset at the southernmost tip of India is a sight to behold. Kanyakumari is at the confluence of the Indian ocean, Arabian sea and the Bay of Bengal. It's the only place in India where you can see both the sunrise and sunset at the same spot.
Kanyakumari	Tsunami Monument	3.3	A one of its kind structure, the Tsunami Monument is a unique monument that is located near the southern shore of Kanyakumari. It was built in the memory of all those thousands of people who died in the Indian Ocean earthquake and tsunami that shook the entire nation on 26 December in 2004.
Kanyakumari	View Tower	3.3	Undoubtedly one of the places that offer the best scenic views and sceneries of the clear blue seas and the never-ending sky that meets it at infinity.
Kanyakumari	St Xavier Church	3.3	Built by St Francis Xavier in the 1600s, the St. Xavier Church is a famous historical structure of great religious importance that is located in Kottar of Nagercoil. The church enjoys great fame and respect, on account of the fact that miracles have been observed to happen here since times immemorial.
Kanyakumari	Adikesava Perumal Temple	3.3	The Adikesavaperumal Temple is situated in Thiruvattar, Kanyakumari District, Tamil Nadu. One of the 108 divya desams devoted to Vishnu, this temple is also referred to as the Srirangam of Chera Kingdom. Surrounded by rivers Kothai, Pahrali and Thamirabarani on three sides, Vishnu rests in this temple in a reclining position on this sacred land.
